CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wrSpeed,Disk_wraccessVolume,Disk_wraccessSpeed,Load_1min,Load_5min,Load_15min,Mem_Avail%,Mem_Avail,Mem_freePhysical%,Mem_freePhysical,Mem_freeSwap%,Mem_freeSwap,Mem_freeTotal%,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_totalVolume,Traffic_totalSpeed,Traffic_inVolume,Traffic_inSpeed,Traffic_outVolume,Traffic_outSpeed,Class
13.5,15,11.5,17.3333,9.6667,307689.6595,5131.582,35.8746,0.5983,0.5471,0.67,0.5729,86,7040367275,95,7786420224,100,104853504,95,7891273728,1144.3,486.1667,2273.1667,0,3307236.541,55138.9887,2635658.893,43942.2956,671577.6477,11196.693,TVMwL
13.1667,17.1667,8.3333,15.3333,11.8333,446625.5067,7447.4822,44.679,0.745,0.74,0.6967,0.59,86,7040774144,95,7786919936,100,104853504,95,7891773440,1378.6333,1090.6667,1743.1667,0,3496291.844,58281.2443,2736425.463,45614.6935,759866.3811,12666.5508,TVMwL
13.5,15.1667,14.5,14.6667,9.1667,548380.3432,9144.2445,52.9418,0.8828,0.74,0.708,0.598,86,7040344064,95,7786589525,100,104853504,95,7891443029,1167.3,850.3333,1619.6667,0,3634620.259,60627.5273,2852842.028,47587.023,781778.2306,13040.5043,TVMwL
12.5,15,12,9.1667,14.6667,682909.2875,11387.5152,62.6617,1.0449,0.8367,0.7367,0.62,86,7040172032,95,7786507605,100,104853504,95,7891361109,1752.28,1163,2530.4,0,3178755.002,52996.9157,2552394.598,42554.0947,626360.4038,10442.821,TVMwL
12.1667,17.6667,11.5,8.5,12,669931.8635,11169.2541,62.6412,1.0444,0.7717,0.745,0.63,86,7039741952,95,7786185387,100,104853504,95,7891038891,1169.9333,467.1667,2535.1667,0,3558995.466,59336.3699,2804249.066,46753.0688,754746.3998,12583.3011,TVMwL
12.8333,17.5,15.1667,8.6667,9.5,769273.9021,12825.5069,72.7463,1.2128,0.7917,0.755,0.6417,86,7039483904,95,7786029739,100,104853504,95,7890883243,1250.2667,849,1698.6667,0,3590491.4,59871.4591,2807315.732,46812.0015,783175.6685,13059.4575,TVMwL
13.6667,15.5,17.3333,11.1667,10,673786.9281,11235.3998,61.7219,1.0292,0.73,0.7417,0.6433,86,7039225856,95,7785877504,100,104853504,95,7890731008,1266.3,855,1943.6667,0,3506138.873,58474.631,2759632.637,46024.5603,746506.2355,12450.0706,TVMwL
14,13.3333,12.1667,13.3333,16.8333,405952.5583,6768.132,42.3539,0.7061,1.0386,0.8343,0.6814,86,7039225856,95,7785941675,100,104853504,95,7890795179,683.5714,138.2857,2031.2857,0,3396305.785,56633.4131,2686764.685,44801.8123,709541.0999,11831.6008,TVMwL
14,13,16,8.6667,18,301736.0002,5031.4491,34.7311,0.5791,0.9217,0.8383,0.695,86,7039363072,95,7786172416,100,104853504,95,7891025920,1162.4,660.6,1804.2,0,3576327.148,59635.2701,2801154.567,46709.2641,775172.5818,12926.006,TVMwL
14.1667,14.5,19.1667,8.1667,15.8333,294740.4461,4913.9788,35.0129,0.5837,1.012,0.872,0.716,86,7039000576,95,7785903445,100,104853504,95,7890756949,1101.7429,704,1887.7143,0,3619101.016,60368.6575,2821496.613,47064.1637,797604.4031,13304.4938,TVMwL
13.6667,16.6667,13.5,12.6667,11.3333,295916.0344,4933.5784,33.5259,0.559,0.855,0.86,0.7233,86,7038871552,95,7785865216,100,104853504,95,7890718720,1311.24,304.2,2243.6,0,3358700.915,56006.3518,2678569.034,44665.1498,680131.8809,11341.2019,TVMwL
14.3333,13.3333,13.8333,15.8333,15,304641.5298,5079.8988,33.8841,0.565,0.6371,0.7971,0.7129,86,7038742528,95,7785851563,100,104853504,95,7890705067,1143.9,521.8333,1992.5,0,3340281.484,55699.2077,2651703.078,44217.1599,688578.4054,11482.0478,TVMwL
10.6667,12.3333,10.6667,9.3333,11,221356.8,3691.1256,24.8408,0.4142,0.6617,0.77,0.7133,86,7038742528,95,7785895936,100,104853504,95,7890749440,474.7429,180.7143,829.2857,0,2576964.338,42978.0577,1703996.83,28418.8931,872967.5082,14559.1646,TVM
3,4.8333,1.8333,3.3333,2.3333,115507.2,1925.7619,14,0.2334,0.635,0.745,0.71,86,7038484480,95,7785686357,100,104853504,95,7890539861,12.7,7.6667,21.1667,0,1835150.323,30601.1393,913412.4172,15231.1559,921737.9059,15369.9834,TVM
2.8333,3.1667,2.5,2,3.5,106487.7916,1775.9805,12.5992,0.2101,0.47,0.6783,0.6883,86,7038398464,95,7785626965,100,104853504,95,7890480469,10.4,7.8333,15.6667,0,1855140.038,30939.627,923375.0318,15399.8504,931765.006,15539.7766,TVM
2.5,1.3333,4.5,4.1667,0.5,111404.6333,1857.363,11.7996,0.1967,0.2983,0.5917,0.6583,86,7038140416,95,7785384619,100,104853504,95,7890238123,14.1,7.5,25.8333,0,1834428.313,30599.3046,913017.2247,15229.6451,921411.0881,15369.6595,TVM
2.1667,1,4.5,4.5,0.1667,64731.5752,1079.5793,6.6012,0.1101,0.1083,0.4833,0.6133,86,7037968384,95,7785253547,100,104853504,95,7890107051,10.8333,7.6667,17.1667,0,1855104.104,30928.7113,923347.3535,15394.254,931756.7509,15534.4573,TVM
2.1667,1.3333,4,3.3333,1.1667,118784,1980.0633,14,0.2334,0.1017,0.41,0.58,86,7037925376,95,7785211904,100,104853504,95,7890065408,10.6,7.8333,15.5,0,1851530.745,30879.432,921542.39,15369.286,929988.355,15510.146,TVM
2.6667,1.5,4,4,1,86016,1434.3172,9.6,0.1601,0.08,0.3467,0.545,86,7037667328,95,7784996181,100,104853504,95,7889849685,11.2667,7.6667,22,0,1838330.64,30654.1711,914952.5828,15256.8381,923378.0573,15397.333,TVM
2,2.5,3.3333,2.5,1,131072,2185.6261,16.4,0.2735,0.065,0.2917,0.5133,86,7037452288,95,7784794112,100,104853504,95,7889647616,12.5,7.8333,24,0,1835154.576,30596.1083,913453.6368,15229.3037,921700.9395,15366.8046,TVM
2.8333,1.3333,4.3333,4.5,1,139264,2322.2278,16.6,0.2768,0.0333,0.24,0.4783,86,7037452288,95,7784841899,100,104853504,95,7889695403,11.3,7.6667,17.6667,0,1855319.261,30937.4564,923662.2544,15402.0719,931657.0062,15535.3845,TVM
2.8333,1,4.5,3.3333,2.3333,78636.6333,1311.4849,10.5984,0.1768,0.1867,0.24,0.46,86,7037452288,95,7784834389,100,104853504,95,7889687893,10.9333,7.3333,15.8333,0,1835333.123,30604.1875,913516.326,15232.8885,921816.797,15371.2989,TVM
2.8333,1.3333,3.5,2.5,4,123672.9987,2062.2478,15.9976,0.2668,0.205,0.2383,0.4433,86,7037280256,95,7784733355,100,104853504,95,7889586859,11.2,7.3333,19.8333,0,1855281.231,30931.6644,923524.6164,15397.2093,931756.6144,15534.4551,TVM
2.1667,4,1.8333,1.6667,2.5,96698.368,1612.4457,10.404,0.1735,0.185,0.2217,0.4283,86,7037194240,95,7784657579,100,104853504,95,7889511083,10.6,7.3333,15.6667,0,1855190.769,30940.4731,923334.9836,15399.1825,931855.7856,15541.2906,TVM
2.8333,4.5,2.1667,1.6667,3.3333,150732.8,2513.051,19.8,0.3301,0.1717,0.2083,0.4067,86,7036936192,95,7784471211,100,104853504,95,7889324715,9.9333,7.3333,16.1667,0,1834453.2,30594.6164,912855.2,15224.4029,921598,15370.2135,TVM
2.6667,5.1667,2,2.8333,0.8333,84377.6,1406.9968,10.2,0.1701,0.155,0.1933,0.39,86,7036678144,95,7784221355,100,104853504,95,7889074859,10.8333,7.5,17.6667,0,1854801.88,30928.8291,923181.8196,15394.0607,931620.0605,15534.7684,TVM
3,4.8333,2.1667,3.1667,1.3333,129433.6,2158.3058,15.4,0.2568,0.1733,0.1867,0.3717,86,7036420096,95,7784024064,100,104853504,95,7888877568,11.4333,7.6667,18.8333,0,1834452.99,30594.6129,913045.6269,15227.5788,921407.3632,15367.0341,TVM
2.5,2,3.6667,3.8333,1.1667,109767.8799,1830.6851,13.999,0.2335,0.1833,0.1917,0.3567,86,7035990016,95,7783609003,100,104853504,95,7888462507,12.0333,7.8333,19,0,1858115.73,30973.7578,925941.1535,15434.925,932174.5764,15538.8327,TVM
2.5,1,3.3333,2.5,3.5,99930.9361,1666.3488,12.599,0.2101,0.08,0.1567,0.3367,86,7035904000,95,7783569408,100,104853504,95,7888422912,13,8,24.1667,0,1834790.8,30595.1442,913234.8,15228.1941,921556,15366.9501,TVM
2,1,4.5,2.3333,2.1667,156471.296,2609.1595,20,0.3335,0.1767,0.1683,0.33,86,7035602944,95,7783303168,100,104853504,95,7888156672,10.2667,7.3333,15.3333,0,1854981.588,30926.6687,923327.8941,15393.9295,931653.6941,15532.7391,TVM
2.5,1,5,3.3333,1.1667,108110.6792,1802.4455,14.1972,0.2367,0.0767,0.14,0.3083,86,7037704192,95,7785426261,100,104853504,95,7890279765,11.9667,8,17.3333,0,1855901.612,30947.1671,923909.3059,15406.1915,931992.3059,15540.9756,TVM
3,1,5.5,5,1,96699.1487,1612.4587,11.8044,0.1968,0.1283,0.1367,0.2933,86,7037231104,95,7784992085,100,104853504,95,7889845589,9.9,7.3333,15.1667,0,1834898.4,30602.0414,913308.8,15231.968,921589.6,15370.0734,TVM
2.6667,1,4.5,4.1667,1,96668.0601,1611.9403,11.4004,0.1901,0.1067,0.13,0.28,86,7036758016,95,7784525141,100,104853504,95,7889378645,12.3,7.3333,21.6667,0,1855185.601,30935.2276,923420.5952,15398.0423,931765.006,15537.1854,TVM
2.8333,1.6667,3.5,3.8333,1.8333,124433.3733,2075.2731,16.1896,0.27,0.1717,0.1417,0.2733,86,7036370944,95,7784204971,100,104853504,95,7889058475,10.1333,7.1667,17.3333,0,1834521.799,30590.6586,912920.4048,15222.9516,921601.394,15367.7071,TVM
2.1667,1.1667,2.3333,1.6667,4.6667,99202.4866,1653.9261,12.8094,0.2136,0.3083,0.185,0.2783,86,7036026880,95,7783858176,100,104853504,95,7888711680,13.6667,8.5,27.6667,0,1854915.2,30930.7187,923079.6,15392.3562,931835.6,15538.3625,TVM
2.1667,1,2.1667,2.1667,4.5,120428.1401,2008.4747,13.001,0.2168,0.21,0.1833,0.27,86,7035940864,95,7783852032,100,104853504,95,7888705536,11.2333,7.6667,18.6667,0,1834284.751,30596.9099,912868.6565,15227.1669,921416.0941,15369.743,TVM
2.1667,1.3333,2,3.8333,2.8333,91750.4,1529.6832,12.8,0.2134,0.1133,0.16,0.255,86,7036196864,95,7784086187,100,104853504,95,7888939691,13.3,7.3333,27.8333,0,1834321.66,30587.3213,912881.3687,15222.3006,921440.2915,15365.0207,TVM
2,1.6667,3.8333,1.8333,2.3333,129425.3998,2157.8093,16.199,0.2701,0.145,0.1583,0.25,86,7037569024,95,7785553237,100,104853504,95,7890406741,10.9667,7,20.8333,0,1855038.347,30937.9311,923112.2719,15395.4682,931926.0748,15542.4629,TVM
2,1,5.3333,2.3333,0.5,79458.3122,1325.1887,12.599,0.2101,0.0517,0.1267,0.2333,86,7037095936,95,7785062400,100,104853504,95,7889915904,13.2,7.6667,23.1667,0,1835293.345,30608.6282,913785.8069,15239.9234,921507.5385,15368.7048,TVM
2.3333,2.1667,2.1667,4.3333,1.1667,144185.7479,2404.6989,17.6012,0.2935,0.05,0.11,0.2183,86,7036665856,95,7784703317,100,104853504,95,7889556821,14.1333,7.5,34.3333,0,1854958.742,30936.6034,923153.538,15396.1564,931805.204,15540.447,TVM
2.6667,1.1667,1.8333,5.5,2.1667,89291.98,1488.9441,12.2002,0.2034,0.035,0.095,0.2033,86,7036407808,95,7784443904,100,104853504,95,7889297408,14.7667,8.5,23.8333,0,1835601.555,30608.6636,913766.758,15237.0645,921834.797,15371.5991,TVM
3,1.8333,1.3333,4.6667,3.5,122050.9762,2035.54,14.9976,0.2501,0.15,0.1117,0.1983,86,7036197547,95,7784289621,100,104853504,95,7889143125,13.1667,8,24.5,0,1855429.46,30939.294,923695.3656,15402.6241,931734.0941,15536.6699,TVM
4.6667,2.8333,2.1667,7,6.8333,203124.851,3386.543,22.5178,0.3754,0.254,0.144,0.204,86,7035404288,95,7783544149,100,104853504,95,7888397653,586.2333,348,1217.3333,0,2939433.602,49006.8957,2081343.475,34700.6248,858090.127,14306.2709,TVMwL
12.8333,12.3333,9.6667,11.3333,17.3333,293474.5886,4893.69,32.6608,0.5446,0.4117,0.2117,0.2217,86,7034028032,95,7782234112,100,104853504,95,7887087616,670.49,277.4,1364.2,4,3374901.805,56276.5017,2700214.367,45026.0858,674687.4381,11250.4158,TVMwL
14,16.3333,14,12,13.1667,318880.0458,5316.4396,35.3148,0.5888,0.675,0.32,0.26,86,7033726976,95,7782041600,100,104853504,95,7886895104,1364.9,966,1928.5,0,3609650.384,60200.9737,2834096.913,47266.4595,775553.4708,12934.5142,TVMwL
14,14.8333,14,14.5,13,398078.5619,6639.0687,39.7067,0.6622,0.7067,0.3917,0.2883,86,7033296896,95,7781692075,100,104853504,95,7886545579,1309.4667,844.6667,1949.6667,0,3527538.771,58821.7237,2791837.955,46553.9095,735700.8157,12267.8142,TVMwL
14,14.8333,13.1667,9.8333,18.8333,394919.4864,6585.2841,41.1592,0.6863,0.7486,0.4614,0.3171,86,7034537984,95,7783027371,100,104853504,95,7887880875,1107.24,389.2,2473,0,3269795.596,54514.7649,2611903.667,43546.2432,657891.9289,10968.5217,TVMwL
14.1667,14.1667,16.5,13.8333,13,653481.2813,10898.6204,79.0165,1.3178,0.735,0.52,0.35,86,7035559936,95,7784173568,100,104853504,95,7889027072,1504.1667,946.8333,2375,0,3631935.594,60572.6417,2870062.013,47866.2777,761873.5812,12706.3639,TVMwL
13,16.3333,10.6667,11,13.8333,671825.6003,11202.6947,60.5899,1.0103,0.588,0.514,0.358,86,7035344896,95,7784030891,100,104853504,95,7888884395,1492.0333,996.8333,2022.3333,0,3582386.531,59746.273,2833328.833,47253.6497,749057.698,12492.6234,TVMwL
13.3333,15,13.3333,10.6667,14.8333,400961.1115,6687.1433,42.5325,0.7093,0.64,0.5383,0.3767,86,7034785792,95,7783589888,100,104853504,95,7888443392,1499.1667,851.5,2436.5,0,3427647.929,57146.5143,2734708.736,45593.6768,692939.1932,11552.8375,TVMwL
13.6667,14.6667,11,13,16,303002.9299,5051.7327,33.431,0.5574,1.0433,0.6683,0.4317,86,7034527744,95,7783398741,100,104853504,95,7888252245,1568.9,959.6667,2728,0,3291941.847,54883.9921,2614450.476,43588.7042,677491.3709,11295.2879,TVMwL
14.5,15,14.3333,14.6667,14.5,678865.5442,11320.0858,62.5331,1.0427,0.985,0.72,0.4617,86,7034269696,95,7783217152,100,104853504,95,7888070656,1064.9,350.1667,2043.1667,0,3560045.011,59353.8681,2847311.185,47471.0101,712733.8257,11882.858,TVMwL
13.5,17.1667,11.6667,14.5,9.5,597019.2465,9953.6387,54.6922,0.9118,0.8783,0.74,0.4867,86,7033757696,95,7782832811,100,104853504,95,7887686315,1748.6,956.6,2739.6,0,3319017.004,55344.6224,2667861.985,44486.6097,651155.0191,10858.0127,TVMwL
13.6667,14.8333,16.5,14.6667,8.5,302776.234,5049.637,34.6199,0.5774,0.7917,0.74,0.5033,86,7033292800,95,7782453931,100,104853504,95,7887307435,851.5,157.6667,2105.8333,0,3450512.816,57537.3156,2716759.477,45301.9756,733753.339,12235.34,TVMwL
14,12.5,17.3333,14,13.1667,296027.6791,4935.4398,32.4978,0.5418,0.7943,0.75,0.5243,86,7032991744,95,7782247765,100,104853504,95,7887101269,1027.9714,441.8571,2003.7143,0,3515995.411,58639.0162,2784782.098,46443.9976,731213.313,12195.0186,TVMwL
13.8333,13.8333,13,17.6667,9.8333,316220.8563,5273.8635,34.9348,0.5826,0.76,0.7467,0.5383,86,7034348203,95,7783707307,100,104853504,95,7888560811,1023.8,536.3333,1794.3333,0,3473480.718,57910.6488,2711573.406,45207.9594,761907.3121,12702.6894,TVMwL
13.6667,13,12.3333,12.8333,15.8333,277995.1672,4636.3437,31.935,0.5326,0.8333,0.7717,0.56,86,7034945536,95,7784379733,100,104853504,95,7889233237,1130.6,460.8,1742.6,0,3620950.446,60379.3638,2830072.022,47191.4628,790878.4239,13187.901,TVMwL
13.8333,12.3333,14,11.1667,16.5,584787.2615,9749.7043,56.6648,0.9447,0.744,0.756,0.564,86,7035002880,95,7784551083,100,104853504,95,7889404587,931.5333,365.8333,1711.6667,0,3287025.048,54802.0181,2589573.849,43173.9555,697451.1988,11628.0627,TVMwL
13.6667,12.5,12.3333,15.8333,13,448711.6352,7481.0209,45.3749,0.7565,0.7257,0.7514,0.5757,86,7034911403,95,7784527872,100,104853504,95,7889381376,1099.1143,795.1429,1454.7143,0,3474952.085,57954.5044,2725548.017,45456.1044,749404.0683,12498.4001,TVMwL
14,15,14.3333,12.1667,13.8333,657136.4269,10959.5802,79.4828,1.3256,0.62,0.715,0.5733,86,7034304512,95,7784031573,100,104853504,95,7888885077,1407.64,1074.8,1784.2,0,3513794.239,58592.5336,2756055.613,45957.2388,757738.6258,12635.2947,TVMwL
13.3333,14.6667,13.8333,11,14.1667,425310.2212,7092.0497,41.6327,0.6942,0.638,0.706,0.58,86,7036489045,95,7786308267,100,104853504,95,7891161771,1289.1333,571.5,2016.5,0,3452071.629,57553.7117,2717699.911,45310.1019,734371.7174,12243.6098,TVMwL
12.1667,13.3333,13,7.6667,15.3333,318073.1713,5303.8715,35.7613,0.5963,0.5886,0.6757,0.5743,86,7036149760,95,7786066603,100,104853504,95,7890920107,984.5,26,2475.5,0,3321519.459,55386.3508,2615235.94,43609.0702,706283.5194,11777.2806,TVMwL
13.6667,14,14,10.8333,15.1667,479179.4468,7990.3193,47.8663,0.7982,0.615,0.67,0.58,86,7035504640,95,7785497941,100,104853504,95,7890351445,1352.0333,1067,1688.1667,0,3688189.926,61490.3289,2885933.422,48114.9287,802256.5039,13375.4002,TVMwL
13.6667,16.6667,15.8333,13,9.3333,337286.108,5623.3096,38.0048,0.6336,0.636,0.664,0.58,86,7034773504,95,7784863744,100,104853504,95,7889717248,1193.5333,753.5,1993.8333,0,3552271.917,59234.149,2773459.032,46247.4409,778812.8854,12986.7081,TVMwL
13.3333,14.1667,15,9.1667,14.3333,470162.1039,7841.2626,48.0547,0.8014,0.72,0.6786,0.5914,86,7034400768,95,7784592725,100,104853504,95,7889446229,1234.77,562.6,2058.4,4,3136653.279,52312.4296,2518001.114,41994.6817,618652.1649,10317.7479,TVMwL
13.5,14.3333,10.6667,14.6667,14,282467.2283,4710.9278,32.5619,0.5431,0.788,0.708,0.608,86,7034114048,95,7784366763,100,104853504,95,7889220267,1214.4667,608.5,2021.6667,0,3394166.01,56597.7324,2703458.742,45080.1858,690707.2678,11517.5466,TVMwL
12.8333,17.5,6.8333,12.6667,14.6667,267203.1152,4455.6131,29.5111,0.4921,0.7233,0.705,0.615,86,7033899008,95,7784282112,100,104853504,95,7889135616,1309.9667,785.6667,2043.6667,0,3550289.686,59201.0953,2782310.118,46395.0328,767979.5679,12806.0625,TVMwL
13,15.8333,12,12.1667,11.8333,314420.3274,5242.9603,35.9051,0.5987,0.755,0.7133,0.6267,86,7033339904,95,7783813803,100,104853504,95,7888667307,1225.0333,630.1667,1819.1667,0,3508497.088,58504.2036,2756159.918,45958.9781,752337.1701,12545.2254,TVMwL
12.6667,14.3333,14.5,10.3333,12.3333,305101.4069,5088.4157,34.3115,0.5722,0.67,0.7017,0.63,86,7034787157,95,7785328640,100,104853504,95,7890182144,1196.1667,325.6667,2382.5,0,3456624.823,57629.6236,2752216.548,45885.571,704408.276,11744.0526,TVMwL
12.3333,16.3333,9.8333,11,13.1667,276865.3908,4616.7315,31.0492,0.5177,0.715,0.7017,0.635,86,7035121664,95,7785747115,100,104853504,95,7890600619,1313.1333,887,1854,0,3552904.324,59244.6944,2785809.961,46453.3927,767094.3632,12791.3017,TVMwL
12.5,13,13.5,8.8333,15.3333,295521.1796,4927.8169,34.9781,0.5833,0.78,0.7267,0.6467,86,7035035648,95,7785773056,100,104853504,95,7890626560,1364.0667,905.5,1894.5,0,3420084.257,57039.4306,2678366.931,44669.2283,741717.3261,12370.2022,TVMwL
12.1667,14.6667,15.6667,10.6667,8.8333,301938.2811,5034.8221,35.4814,0.5917,0.6583,0.7033,0.6417,86,7034949632,95,7785767595,100,104853504,95,7890621099,1181.6,478.6667,2051,0,3386975.276,56468.4107,2707195.518,45134.9703,679779.7579,11333.4404,TVMwL
11.8333,11.8333,12.1667,13.3333,9.6667,195196.6958,3254.9057,19.8204,0.3305,0.65,0.6971,0.6429,86,7034777600,95,7785659051,100,104853504,95,7890512555,508.9714,261.5714,1205.2857,0,2573856.231,42911.9078,1720185.595,28679.3197,853670.6364,14232.5881,TVM
3,3.6667,3,4.1667,1.5,131072,2185.6261,18.2,0.3035,0.2917,0.59,0.6067,86,7034777600,95,7785727317,100,104853504,95,7890580821,10.5,7.5,15.1667,0,1834928.228,30597.4358,913409.4228,15231.1059,921518.8048,15366.3299,TVM
2.6667,1,4,4.8333,1,106496,1776.1174,11.8,0.1968,0.13,0.4833,0.5683,86,7034691584,95,7785629696,100,104853504,95,7890483200,12.5333,7.6667,22.8333,0,1856234.772,30952.7226,924341.9772,15413.4063,931892.7952,15539.3162,TVM
2.5,1.3333,3.6667,4.3333,1,95020.6333,1584.2053,10.5992,0.1767,0.23,0.445,0.5483,86,7034132480,95,7785149099,100,104853504,95,7890002603,9.1,7.3333,12.1667,0,1855326.228,30942.7323,923483.0228,15401.6515,931843.2048,15541.0808,TVM
2.6667,4.1667,1.1667,4,1.5,93395.3667,1557.1085,12.4008,0.2067,0.2483,0.4067,0.5267,86,7033487360,95,7784483499,100,104853504,95,7889337003,11.1,7.6667,15.8333,0,1834849.772,30596.1276,913135.7772,15226.5429,921713.9952,15369.5847,TVM
2.3333,1.5,3.1667,1.8333,3.8333,167931.8999,2799.7983,18.5996,0.3101,0.5083,0.4517,0.5383,86,7034340011,95,7785426944,100,104853504,95,7890280448,13.1667,8.3333,24,0,1854862.896,30935.0049,923210.5251,15397.1068,931652.3712,15537.8981,TVM
2.3333,3.3333,2.6667,2.5,1.5,89296.9001,1488.7779,13.2004,0.2201,0.5733,0.4867,0.545,86,7035441152,95,7786526037,100,104853504,95,7891379541,8.3667,7,10.5,0,1834856.104,30606.4404,913150.4749,15231.8678,921705.6288,15374.5726,TVM
3,1,5.5,4.1667,1,119603.2,1994.3839,14.2,0.2368,0.3833,0.4467,0.5283,86,7035140096,95,7786293248,100,104853504,95,7891146752,9.2667,7.3333,12.5,0,1855222,30935.8346,923411.6,15397.8923,931810.4,15537.9423,TVM
2.1667,3.6667,2,3.6667,1,83558.4,1393.3367,11.6,0.1934,0.3133,0.4117,0.5133,86,7034451968,95,7785621504,100,104853504,95,7890475008,12.7,7.6667,20.1667,0,1835720.77,30615.7567,914338.4653,15249.1405,921382.3045,15366.6162,TVM
3,3.8333,2.6667,4,1,95021.4599,1584.7475,10.5992,0.1768,0.19,0.36,0.4883,86,7034021888,95,7785214635,100,104853504,95,7890068139,9.1,7.5,12,0,1855447.534,30944.7554,923587.8672,15403.4001,931859.6667,15541.3553,TVM
2.3333,1.5,4.8333,3,1,87660.1401,1461.977,10.8008,0.1801,0.2217,0.3333,0.4683,86,7033505792,95,7784733355,100,104853504,95,7889586859,11.1667,7.3333,17.3333,0,1852490.696,30895.4419,922588.2675,15386.7289,929902.4288,15508.713,TVM
2.5,1.5,4.1667,3.5,1.1667,126976,2117.3253,15,0.2501,0.185,0.305,0.445,86,7033423872,95,7784663723,100,104853504,95,7889517227,12.6667,8.1667,20.1667,0,1838611.784,30658.8592,915080.5794,15258.9725,923531.2048,15399.8867,TVM
3,3,3.5,2.6667,2.6667,99876.864,1665.7249,12.192,0.2033,0.0667,0.245,0.4183,86,7033380864,95,7784678741,100,104853504,95,7889532245,12.1,7.6667,20.6667,0,1851166.824,30873.3626,921405.8188,15367.0083,929761.005,15506.3543,TVM
3,4.6667,4,1.3333,1.6667,100827.136,1681.8538,12.808,0.2136,0.1133,0.225,0.3983,86,7033251840,95,7784550400,100,104853504,95,7889403904,13.4,7.8333,21.8333,0,1839239.392,30664.2113,915442.4018,15262.4609,923796.9902,15401.7504,TVM
2.6667,2,2.6667,3.6667,2.1667,114688,1912.4229,11,0.1834,0.1,0.2,0.3733,86,7033079808,95,7784446635,100,104853504,95,7889300139,12.9333,7.6667,24.3333,0,1855176.4,30935.0742,923324,15396.4315,931852.4,15538.6427,TVM
3,4.1667,1.6667,3,2.8333,97440.6074,1624.8225,11.5964,0.1934,0.1767,0.2017,0.3633,86,7032692736,95,7784037717,100,104853504,95,7888891221,11.4,7.8333,19.1667,0,1836934.2,30635.994,915336.2,15265.7805,921598,15370.2135,TVM
2.8333,3.6667,3.6667,2.8333,1.6667,122085.2924,2035.7728,14.2012,0.2368,0.1117,0.1767,0.3433,86,7032563712,95,7783979008,100,104853504,95,7888832512,9.8667,8,13.3333,0,1854827.472,30934.4141,923057.5003,15394.5547,931769.9712,15539.8594,TVM
2.6667,2.8333,3.6667,3.3333,1,75386.1002,1257.4829,8.2024,0.1368,0.0817,0.155,0.325,86,7032348672,95,7783753045,100,104853504,95,7888606549,16,9,30.8333,0,1836162.126,30612.9064,914725.5935,15250.5101,921436.5322,15362.3963,TVM
3.1667,2.5,2.8333,6.1667,1,145811.8599,2431.4134,17.1992,0.2868,0.0683,0.135,0.3067,86,7032219648,95,7783687509,100,104853504,95,7888541013,14.1667,8.6667,25,0,1855545.388,30941.2271,923623.92,15401.4327,931921.4678,15539.7944,TVM
3,1.6667,4.3333,5.3333,1,73723.8999,1229.3463,10.5996,0.1767,0.0233,0.11,0.2833,86,7032896171,95,7784365397,100,104853504,95,7889218901,10.2667,7.6667,14.3333,0,1834687.165,30593.4161,913255.7593,15228.5436,921431.406,15364.8725,TVM
2.1667,1,5.8333,2.3333,1,124528.2402,2076.5089,15.2012,0.2535,0.0517,0.1,0.2667,86,7033434112,95,7784949077,100,104853504,95,7889802581,10.2333,7.8333,14.6667,0,1855902.823,30952.3486,924121.2647,15412.2959,931781.558,15540.0527,TVM
2,2,4.1667,2.6667,1,90095.6324,1502.0946,8.5984,0.1434,0.0217,0.0817,0.25,86,7032659968,95,7784379733,100,104853504,95,7889233237,14.2,8.6667,24.6667,0,1850558.811,30858.0759,920787.5495,15354.1362,929771.2613,15503.9397,TVM
2.6667,1.1667,3.8333,4.8333,0.6667,115486.7036,1926.0624,13.7986,0.2301,0.02,0.0667,0.2333,86,7032014848,95,7783576235,100,104853504,95,7888429739,13.9,8.5,22.8333,0,1839039.693,30671.109,915316.2843,15265.4484,923723.4084,15405.6606,TVM
2.6667,1.8333,4.8333,2.1667,1.8333,64753.664,1079.7676,6.603,0.1101,0.095,0.08,0.2267,86,7031971840,95,7783561899,100,104853504,95,7888415403,11.3667,7.8333,17.6667,0,1855251.375,30936.3244,923557.2702,15400.3213,931694.105,15536.0031,TVM
3,1,5.5,1,4,139255.7916,2322.4782,15.5992,0.2602,0.115,0.085,0.2183,86,7031971840,95,7783570773,100,104853504,95,7888424277,15.8,8.1667,31.6667,0,1814659.948,30259.4622,903117.6581,15059.4907,911542.2902,15199.9715,TVM
2.6667,1,4,1,4.8333,85185.3673,1420.4664,8.7984,0.1467,0.2033,0.11,0.2167,86,7031971840,95,7783615829,100,104853504,95,7888469333,11.8333,7.8333,18.3333,0,1854919.607,30935.9507,923154.9475,15396.1799,931764.6591,15539.7708,TVM
